"当地时间 杭州市(机场)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.10.2024 17:00";"18.4";"761.9";"765.8";"0.8";"76";"从北方吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.1";"21.8";"";"";"2500或更高，或无云。";"";"";"30.0";"14.1";"无降水";"12";"";"";"";"";
"22.10.2024 14:00";"19.4";"761.1";"765.0";"-0.2";"78";"从北方吹来的风";"4";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.1";"24.0";"";"";"2500或更高，或无云。";"";"";"30.0";"15.5";"无降水";"12";"";"";"";"";
"22.10.2024 11:00";"21.4";"761.3";"765.1";"-0.2";"71";"从北方吹来的风";"6";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.1";"24.0";"";"";"2500或更高，或无云。";"";"";"10.0";"15.9";"无降水";"12";"";"";"";"";
"22.10.2024 08:00";"19.7";"761.5";"765.3";"1.1";"86";"从西北偏北方向吹来的风";"1";"";"5";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.5";"24.0";"";"";"2500或更高，或无云。";"";"";"5.0";"17.3";"无降水";"12";"";"";"";"";
"22.10.2024 05:00";"19.0";"760.4";"764.2";"0.0";"88";"从西北偏北方向吹来的风";"2";"";"5";"";"霾 ";"";"";"16.7";"24.0";"";"";"2500或更高，或无云。";"";"";"5.0";"17.0";"无降水";"12";"";"";"";"";
"22.10.2024 02:00";"18.4";"760.4";"764.2";"-0.7";"89";"从西北偏西方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"24.0";"";"";"2500或更高，或无云。";"";"";"9.0";"16.6";"无降水";"12";"";"";"";"";
"21.10.2024 23:00";"20.0";"761.1";"764.9";"0.1";"79";"从北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.6";"24.0";"";"";"2500或更高，或无云。";"";"";"12.0";"16.2";"无降水";"12";"";"";"";"";
"21.10.2024 20:00";"21.1";"761.0";"764.8";"0.7";"77";"从东北偏东方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"24.0";"";"";"2500或更高，或无云。";"";"";"10.0";"16.9";"无降水";"12";"";"";"";"";
"21.10.2024 17:00";"21.8";"760.3";"764.1";"0.0";"74";"从东方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"24.0";"";"";"2500或更高，或无云。";"";"";"8.0";"17.0";"无降水";"12";"";"";"";"";
"21.10.2024 14:00";"23.0";"760.3";"764.1";"-2.1";"65";"从东方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"23.4";"";"";"2500或更高，或无云。";"";"";"11.0";"16.1";"无降水";"12";"";"";"";"";
"21.10.2024 11:00";"21.4";"762.4";"766.2";"-0.6";"69";"从东方吹来的风";"1";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"21.4";"";"";"2500或更高，或无云。";"";"";"12.0";"15.5";"无降水";"12";"";"";"";"";
"21.10.2024 08:00";"17.5";"763.0";"766.9";"0.9";"86";"从西北方吹来的风";"2";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.0";"20.6";"";"";"2500或更高，或无云。";"";"";"15.0";"15.1";"无降水";"12";"";"";"";"";
"21.10.2024 05:00";"16.7";"762.1";"766.0";"-0.6";"86";"从西北偏西方向吹来的风";"1";"";"3";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.6";"20.6";"";"";"2500或更高，或无云。";"";"";"16.0";"14.3";"无降水";"12";"";"";"";"";
"21.10.2024 02:00";"16.7";"762.7";"766.6";"-0.8";"85";"从西北偏西方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"20.6";"";"";"2500或更高，或无云。";"";"";"17.0";"14.2";"无降水";"12";"";"";"";"";
"20.10.2024 23:00";"17.9";"763.5";"767.4";"-0.8";"78";"从西北偏西方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.6";"20.6";"";"";"2500或更高，或无云。";"";"";"20.0";"14.0";"无降水";"12";"";"";"";"";
"20.10.2024 20:00";"18.4";"764.3";"768.2";"0.6";"72";"从西北方吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"20.6";"";"";"2500或更高，或无云。";"";"";"20.0";"13.3";"无降水";"12";"";"";"";"";
"20.10.2024 17:00";"19.6";"763.7";"767.6";"-0.5";"67";"从西北偏北方向吹来的风";"1";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"20.6";"";"";"2500或更高，或无云。";"";"";"19.0";"13.3";"无降水";"12";"";"";"";"";
"20.10.2024 14:00";"20.4";"764.2";"768.1";"-1.9";"63";"从西北方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"20.5";"";"";"2500或更高，或无云。";"";"";"18.0";"13.1";"无降水";"12";"";"";"";"";
"20.10.2024 11:00";"19.4";"766.1";"770.0";"-0.7";"61";"从北方吹来的风";"2";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"20.9";"";"";"2500或更高，或无云。";"";"";"16.0";"11.7";"无降水";"12";"";"";"";"";
"20.10.2024 08:00";"16.0";"766.8";"770.7";"0.7";"77";"从北方吹来的风";"3";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.6";"21.1";"";"";"2500或更高，或无云。";"";"";"19.0";"12.0";"无降水";"12";"";"";"";"";
"20.10.2024 05:00";"15.6";"766.1";"770.0";"-0.2";"75";"从北方吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.6";"21.1";"";"";"2500或更高，或无云。";"";"";"19.0";"11.2";"无降水";"12";"";"";"";"";
"20.10.2024 02:00";"16.2";"766.3";"770.2";"-0.5";"73";"从北方吹来的风";"3";"";"12";"";"小雨（不冻） ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.2";"21.2";"";"";"2500或更高，或无云。";"";"";"19.0";"11.4";"0.4";"12";"";"";"";"";
"19.10.2024 23:00";"17.0";"766.8";"770.7";"0.7";"74";"从东北偏北方向吹来的风";"5";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"17.0";"24.7";"";"";"2500或更高，或无云。";"";"";"20.0";"12.3";"0.7";"12";"";"";"";"";
"19.10.2024 20:00";"17.9";"766.1";"770.0";"1.5";"76";"从北方吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"17.9";"24.7";"";"";"2500或更高，或无云。";"";"";"18.0";"13.6";"0.7";"12";"";"";"";"";
"19.10.2024 17:00";"18.6";"764.6";"768.5";"1.1";"83";"从北方吹来的风";"4";"";"12";"";"毛毛雨（不冻）或者小雪粒 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"18.2";"";"";"";"2500或更高，或无云。";"";"";"16.0";"15.7";"0.7";"12";"";"";"";"";
"19.10.2024 14:00";"18.9";"763.5";"767.4";"0.5";"95";"从北方吹来的风";"5";"";"12";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"18.9";"";"";"";"2500或更高，或无云。";"";"";"4.5";"18.1";"0.4";"12";"";"";"";"";
"19.10.2024 11:00";"20.9";"763.0";"766.9";"0.3";"76";"从北方吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.1";"30.5";"";"";"2500或更高，或无云。";"";"";"28.0";"16.5";"0.7";"12";"";"";"";"";
"19.10.2024 08:00";"20.2";"762.7";"766.6";"2.6";"77";"从北方吹来的风";"4";"";"12";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.1";"30.5";"";"";"2500或更高，或无云。";"";"";"23.0";"16.0";"0.7";"12";"";"";"";"";
"19.10.2024 05:00";"20.8";"760.1";"763.9";"1.2";"73";"从北方吹来的风";"5";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"20.4";"30.5";"";"";"2500或更高，或无云。";"";"";"30.0";"15.8";"1.0";"12";"";"";"";"";
"19.10.2024 02:00";"20.9";"758.9";"762.7";"0.8";"86";"从北方吹来的风";"5";"";"9";"";"间歇性雨，不冻，在观测时中度 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"20.9";"30.5";"";"";"2500或更高，或无云。";"";"";"7.0";"18.5";"0.9";"12";"";"";"";"";
"18.10.2024 23:00";"24.6";"758.1";"761.8";"1.1";"91";"从西北偏北方向吹来的风";"3";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"21.7";"30.5";"";"";"2500或更高，或无云。";"";"";"13.0";"23.0";"0.3";"12";"";"";"";"";
"18.10.2024 20:00";"24.5";"757.0";"760.7";"1.9";"96";"从西南偏南方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.7";"30.5";"";"";"2500或更高，或无云。";"";"";"10.0";"23.8";"0.3";"12";"";"";"";"";
"18.10.2024 17:00";"27.2";"755.1";"758.8";"0.8";"81";"从西南偏西方向吹来的风";"2";"";"6";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.7";"30.5";"";"";"2500或更高，或无云。";"";"";"14.0";"23.7";"无降水";"12";"";"";"";"";
"18.10.2024 14:00";"30.3";"754.3";"758.1";"-1.3";"64";"从西南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.7";"30.3";"";"";"2500或更高，或无云。";"";"";"22.0";"22.7";"无降水";"12";"";"";"";"";
"18.10.2024 11:00";"29.1";"755.6";"759.4";"-0.5";"72";"从南方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.7";"29.1";"";"";"2500或更高，或无云。";"";"";"15.0";"23.5";"无降水";"12";"";"";"";"";
"18.10.2024 08:00";"22.8";"756.1";"759.9";"0.4";"96";"从西南偏南方向吹来的风";"2";"";"6";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.4";"";"";"";"2500或更高，或无云。";"";"";"4.0";"22.1";"无降水";"12";"";"";"";"";
"18.10.2024 05:00";"22.0";"755.7";"759.4";"-0.2";"100";"从西南偏南方向吹来的风";"2";"";"4";"";"薄雾 ";"";"";"20.0";"26.2";"";"";"2500或更高，或无云。";"";"";"2.1";"22.0";"无降水";"12";"";"";"";"";
"18.10.2024 02:00";"22.0";"755.9";"759.7";"-1.4";"100";"从南方吹来的风";"2";"";"4";"";"雾或冰雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.0";"26.2";"";"";"2500或更高，或无云。";"";"";"0.7";"22.0";"0.2";"12";"";"";"";"";
"17.10.2024 23:00";"22.4";"757.3";"761.1";"-0.6";"100";"从西南偏南方向吹来的风";"1";"";"4";"";"薄雾 ";"";"";"20.0";"26.2";"";"";"2500或更高，或无云。";"";"";"1.7";"22.4";"0.2";"12";"";"";"";"";
"17.10.2024 20:00";"23.3";"757.9";"761.7";"0.4";"96";"从东南偏东方向吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.9";"26.2";"";"";"2500或更高，或无云。";"";"";"4.4";"22.6";"";"";"";"";"";"";
"17.10.2024 17:00";"24.5";"757.5";"761.3";"-0.3";"93";"从东北偏北方向吹来的风";"1";"";"4";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"26.2";"";"";"2500或更高，或无云。";"";"";"5.0";"23.3";"";"";"";"";"";"";
"17.10.2024 14:00";"26.1";"757.8";"761.6";"-2.3";"81";"从东方吹来的风";"2";"";"3";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"26.1";"";"";"2500或更高，或无云。";"";"";"3.9";"22.6";"无降水";"12";"";"";"";"";
"17.10.2024 11:00";"22.5";"760.1";"763.9";"-0.6";"96";"从东方吹来的风";"1";"";"4";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"22.5";"";"";"2500或更高，或无云。";"";"";"2.2";"21.8";"0.3";"12";"";"";"";"";
"17.10.2024 08:00";"20.4";"760.7";"764.5";"0.6";"100";"从西北偏北方向吹来的风";"1";"";"5";"";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"";"";"";"2500或更高，或无云。";"";"";"1.0";"20.4";"2.0";"12";"";"";"";"";
"17.10.2024 05:00";"20.0";"760.1";"763.9";"-0.4";"100";"从西北方吹来的风";"2";"";"6";"";"薄雾 ";"";"";"19.6";"";"";"";"2500或更高，或无云。";"";"";"1.6";"20.0";"10.0";"12";"";"";"";"";
"17.10.2024 02:00";"20.1";"760.5";"764.3";"-0.8";"100";"从西北方吹来的风";"1";"";"7";"";"毛毛雨（不冻）或者小雪粒 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"21.5";"";"";"2500或更高，或无云。";"";"";"1.8";"20.1";"20.0";"12";"";"";"";"";
"16.10.2024 23:00";"20.0";"761.3";"765.1";"-0.3";"100";"从西北偏北方向吹来的风";"2";"";"7";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"19.6";"21.5";"";"";"2500或更高，或无云。";"";"";"2.0";"20.0";"21.0";"12";"";"";"";"";
"16.10.2024 20:00";"19.9";"761.6";"765.4";"0.3";"99";"从西北偏北方向吹来的风";"2";"";"7";"";"间歇性毛毛雨，不冻，在观测时是微弱的 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"19.6";"21.5";"";"";"2500或更高，或无云。";"";"";"5.0";"19.7";"20.0";"12";"";"";"";"";
"16.10.2024 17:00";"19.9";"761.3";"765.1";"0.3";"99";"从北方吹来的风";"3";"";"7";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"19.7";"21.5";"";"";"2500或更高，或无云。";"";"";"3.9";"19.7";"13.0";"12";"";"";"";"";
"16.10.2024 14:00";"21.2";"761.0";"764.8";"-1.2";"97";"从北方吹来的风";"2";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.2";"21.5";"";"";"2500或更高，或无云。";"";"";"2.9";"20.7";"4.0";"12";"";"";"";"";
"16.10.2024 11:00";"21.4";"762.2";"766.0";"-0.2";"95";"从东北方吹来的风";"1";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"20.2";"21.5";"";"";"2500或更高，或无云。";"";"";"2.4";"20.6";"3.0";"12";"";"";"";"";
"16.10.2024 08:00";"20.5";"762.4";"766.3";"1.4";"98";"从东北偏北方向吹来的风";"2";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.2";"";"";"";"2500或更高，或无云。";"";"";"1.3";"20.2";"3.0";"12";"";"";"";"";
"16.10.2024 05:00";"20.2";"761.0";"764.8";"-0.3";"99";"从西北偏北方向吹来的风";"1";"";"4";"";"间歇性雨，不冻，在观测时较弱 ";"";"";"20.2";"21.6";"";"";"2500或更高，或无云。";"";"";"1.3";"20.0";"2.0";"12";"";"";"";"";
"16.10.2024 02:00";"20.3";"761.3";"765.1";"-0.4";"99";"从北方吹来的风";"2";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"20.2";"21.6";"";"";"2500或更高，或无云。";"";"";"1.2";"20.1";"3.0";"12";"";"";"";"";
"15.10.2024 23:00";"20.6";"761.7";"765.5";"0.4";"99";"从北方吹来的风";"2";"";"5";"";"间歇性毛毛雨，不冻，在观测时为中度 ";"";"";"20.2";"21.9";"";"";"2500或更高，或无云。";"";"";"0.9";"20.4";"8.0";"12";"";"";"";"";
"15.10.2024 20:00";"20.4";"761.3";"765.1";"0.8";"99";"从西北偏西方向吹来的风";"1";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"小雨";"在整个相应周期内云遮住了一半或以下的天空";"20.2";"22.4";"";"";"2500或更高，或无云。";"";"";"4.8";"20.2";"12.0";"12";"";"";"";"";
"15.10.2024 17:00";"20.8";"760.5";"764.3";"0.8";"91";"从东北偏东方向吹来的风";"2";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.7";"";"";"";"2500或更高，或无云。";"";"";"22.0";"19.3";"11.0";"12";"";"";"";"";
"15.10.2024 14:00";"21.3";"759.7";"763.6";"-0.9";"97";"从东北方吹来的风";"2";"";"5";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.8";"";"";"";"2500或更高，或无云。";"";"";"3.5";"20.8";"10.0";"12";"";"";"";"";
"15.10.2024 11:00";"20.9";"760.6";"764.4";"0.7";"97";"从西北偏西方向吹来的风";"1";"";"5";"";"间歇性雨，不冻，在观测时中度 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.8";"";"";"";"2500或更高，或无云。";"";"";"1.4";"20.4";"4.0";"12";"";"";"";"";
"15.10.2024 08:00";"21.3";"759.9";"763.7";"1.4";"90";"从西北方吹来的风";"2";"";"5";"";"毛毛雨（不冻）或者小雪粒 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.2";"";"";"";"2500或更高，或无云。";"";"";"2.5";"19.6";"无降水";"12";"";"";"";"";
"15.10.2024 05:00";"21.6";"758.5";"762.3";"0.1";"86";"从西北偏北方向吹来的风";"1";"";"6";"";"霾 ";"";"";"20.6";"";"";"";"2500或更高，或无云。";"";"";"3.6";"19.2";"无降水";"12";"";"";"";"";
"15.10.2024 02:00";"21.6";"758.4";"762.1";"-0.6";"84";"从西北偏北方向吹来的风";"2";"";"7";"";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"20.6";"27.8";"";"";"2500或更高，或无云。";"";"";"4.5";"18.8";"无降水";"12";"";"";"";"";
